replica,eps_ate,pehe,co2_kg
0,0.001921,0.713814,
1,0.140316,0.833499,
2,0.289473,1.012894,
3,0.317955,1.298245,
4,0.193698,1.323396,
5,0.174418,0.916206,
6,0.220741,0.861024,
7,0.043627,1.090311,
8,0.56063,4.265075,
9,0.046043,1.720111,
AVERAGE,0.198882,1.403457,0.05053
