replica,eps_ate,pehe,co2_kg
0,0.10338,0.861075,
1,0.025349,0.915101,
2,0.159709,0.931722,
3,0.316193,1.217465,
4,0.097176,1.210272,
5,0.183421,0.950816,
6,0.452277,0.886263,
7,0.107708,1.072808,
8,1.101616,4.739587,
9,0.0534,1.779237,
AVERAGE,0.260023,1.456434,0.053424121
