timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-11T13:34:08,codecarbon,bda2838c-ff08-4207-9f89-61b771e8715c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7369.2439457001165,0.05342412073204349,7.249606760977963e-06,42.5,13.384539335748379,20.0,0.08698001256872803,0.03363549107503783,0.040924299850581346,0.1615398034943471,Italy,ITA,campania,,,Windows-10-10.0.26100-SP0,3.10.16,3.0.1,12,AMD Ryzen 5 7600 6-Core Processor,1,1 x NVIDIA GeForce RTX 4060 Ti,14.2716,40.8449,31.146392822265625,machine,N,1.0
