rep,lin_mmd_b,rbf_mmd_b,knn_overlap_b,tail_ipm_b,rho_b,rbf_mmd_g0_b,rbf_mmd_g1_b,rbf_mmd_local_b,lin_mmd_s,rbf_mmd_s,knn_overlap_s,tail_ipm_s,rho_s,rbf_mmd_g0_s,rbf_mmd_g1_s,rbf_mmd_local_s
82,0.010836675763130188,0.012860101579516892,0.9181547619047619,2.254573345184326,0.8715806934911163,0.03136940881762118,0.01644274733693707,0.019441407009395933,0.3038017451763153,0.007797418130849776,0.8303571428571429,17.772449493408203,0.9591958515498962,0.06300007434646937,0.009917257865083018,0.02058121653321867
83,0.004595697857439518,0.009020193047322822,0.8645833333333334,1.6567556858062744,0.8647276634406748,0.026866202431827357,0.011393721392350509,0.014502032315459696,0.02199595421552658,0.004327257931118322,0.8779761904761905,12.043010711669922,0.9672483937644794,0.054468148068283595,0.004793752632390236,0.014772983858350954
84,0.03835584223270416,0.014776927029830023,0.8809523809523809,2.696382522583008,0.9287866209950116,0.02488901623971662,0.02444570628862308,0.024534764091298126,0.13636809587478638,0.00876482787811328,0.8303571428571429,16.834016799926758,0.9413628526490321,0.01825536757565649,0.01889862543141707,0.01876939952289374
85,0.002536328509449959,0.019363315233420497,0.8348214285714286,0.5009369850158691,0.21387336325888576,0.02593826910409247,0.018372795677624176,0.019892645249905753,3.0562798976898193,0.014242784051524238,0.8645833333333334,18.60243797302246,0.9244827287978037,0.053312732991141476,0.015535492213677005,0.023124670048435495
86,0.014437926933169365,0.012782549493094542,0.8898809523809523,1.988710880279541,0.9532393892088742,0.04117264635793905,0.014559289845464951,0.019905723073417335,0.7605703473091125,0.009885628344945108,0.8497023809523809,16.24358367919922,0.9357518504503511,0.054772466257831276,0.009531162852256636,0.018619817554269398
87,0.11037054657936096,0.06226719691528071,0.7991071428571429,1.8119027614593506,0.9021296107523837,0.021249474941468338,0.05612409446694,0.04911803250869793,4.5964460372924805,0.0828314656300354,0.7648809523809523,11.104360580444336,0.893517418235303,0.022944694926663067,0.09389329916469413,0.07964023134901825
88,0.003521154634654522,0.017129801954976265,0.8526785714285714,0.6361044049263,0.31314508340657,0.054094902490340324,0.014019537749226929,0.022070392273111316,0.05472409352660179,0.019897509756622522,0.7991071428571429,3.0626039505004883,0.7874949912117173,0.08575294881268869,0.016971178114273178,0.030788944549222725
89,0.006158558651804924,0.011130670499893691,0.8541666666666666,1.73720121383667,0.9058104770761509,0.02554258240779128,0.015930151760398026,0.01786122041724042,0.03359974920749664,0.004736487780496845,0.8139880952380952,7.753988265991211,0.9151678435097649,0.016076733211621064,0.00836471680276163,0.009914005813469998
90,0.007202322594821453,0.013914052049951997,0.7872023809523809,1.4081379175186157,0.9049339259294815,0.027735441405391748,0.021395518689515614,0.022669163877972874,0.03381723165512085,0.012392550911498934,0.7425595238095238,5.268714427947998,0.9651880496341867,0.02998167005657415,0.02516925906469214,0.026136038058597006
91,0.006949726026505232,0.01251662410777954,0.8511904761904762,1.5231199264526367,0.8078244748493372,0.04428067735595165,0.012278767523011158,0.018707722623378668,0.078206367790699,0.013433138369910669,0.8184523809523809,4.1904168128967285,0.8438165074667329,0.06885606398340438,0.013510773551413946,0.02462924707569774
92,0.008309067226946354,0.012518525817994619,0.9077380952380952,1.5425374507904053,0.8729579708821668,0.05295314397516271,0.013227754969517336,0.02120830186797288,0.07682331651449203,0.0050772002447726505,0.8184523809523809,6.62416410446167,0.9466637770389775,0.07845456636496773,0.006339325443791899,0.0208267622359924
