timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-19T00:31:01,codecarbon,139d8f29-3473-44eb-9116-fa13e6bfc95a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,55883.5625169,0.41347152287932565,7.398803946228122e-06,42.5,17.79652621094738,20.0,0.6596580064543786,0.280182107201062,0.3103837111116669,1.2502238247670996,Italy,ITA,campania,,,Windows-10-10.0.26100-SP0,3.10.16,3.0.1,12,AMD Ryzen 5 7600 6-Core Processor,1,1 x NVIDIA GeForce RTX 4060 Ti,14.2716,40.8449,31.146392822265625,machine,N,1.0
