trial_id,margin,lambda_ctr,lr,batch_size,eps_ate,pehe,co2_kg
trial_0,0.75,1.0,0.00036544523552132444,32,0.172965,1.007989,
trial_1,0.75,1.0,0.000923742187800982,32,0.179523,1.031498,
trial_2,0.75,1.0,0.0006496385739540575,32,0.149493,0.668150,
trial_3,0.75,1.0,0.0005241726043075503,32,0.137215,0.593386,
trial_4,0.75,1.0,0.0002570883195054887,32,0.133876,0.541599,
trial_5,0.75,1.0,0.00025707833957860264,32,0.154931,0.736230,
