trial_id,margin,lambda_ctr,lr,batch_size,eps_ate,pehe,co2_kg
trial_0,0.75,1.0,0.00036544523552132444,32,0.166178,0.957163,
trial_1,0.75,1.0,0.000923742187800982,32,0.157124,0.785912,
trial_2,0.75,1.0,0.0006496385739540575,32,0.143085,0.648199,
trial_3,0.75,1.0,0.0005241726043075503,32,0.135726,0.589415,
trial_4,0.75,1.0,0.0002570883195054887,32,0.191809,1.066599,
