timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-13T17:33:52,codecarbon,e8270d0d-9845-4ffc-b4d4-1564e0d30fb3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9946.13378150016,0.0721872310633593,7.25781822858926e-06,42.5,16.778313244094896,20.0,0.11740516127869831,0.04563140678287425,0.05523770507553899,0.21827427313711165,Italy,ITA,campania,,,Windows-10-10.0.26100-SP0,3.10.16,3.0.1,12,AMD Ryzen 5 7600 6-Core Processor,1,1 x NVIDIA GeForce RTX 4060 Ti,14.2716,40.8449,31.146392822265625,machine,N,1.0
