replica,eps_ate,pehe,co2_kg
0,0.069354,0.795496,
1,0.091728,1.099941,
2,0.200906,1.093976,
3,0.336765,1.384497,
4,0.20199,1.2191,
5,0.038824,0.871359,
6,0.259613,0.777081,
7,0.113229,1.270037,
8,0.713164,4.909772,
9,0.158726,1.944118,
AVERAGE,0.21843,1.536538,0.030089
