replica,eps_ate,pehe,co2_kg
0,0.018348,0.720409,
1,0.065665,0.78627,
2,0.244105,0.956419,
3,0.451096,1.37239,
4,0.216566,1.199402,
5,0.104405,0.834091,
6,0.345572,0.817642,
7,0.045347,1.019374,
8,0.894332,4.835658,
9,0.107563,2.071465,
AVERAGE,0.2493,1.461312,0.046976
