replica,eps_ate,pehe,co2_kg
626,0.117261,2.047564,
627,0.124315,1.438102,
628,0.128073,0.972704,
629,0.306008,0.972592,
630,0.108316,1.867619,
631,0.175612,1.425978,
632,0.116502,1.062715,
633,0.955309,3.234799,
634,0.018165,1.521165,
635,0.360279,1.32483,
636,0.049246,1.934388,
637,0.019645,0.879593,
638,0.465044,1.417099,
639,0.281126,0.979546,
640,0.053141,0.727521,
641,0.033763,0.712659,
642,0.067056,2.299031,
643,0.092184,1.385942,
644,0.554428,1.515758,
645,0.460371,2.468372,
646,0.106633,3.577417,
647,1.274316,6.674205,
648,0.272171,1.097003,
649,0.391033,2.09833,
650,0.751511,2.091132,
651,0.907224,4.343257,
652,0.085496,0.999368,
653,0.158714,0.938378,
654,0.109263,0.800529,
655,0.017547,2.788257,
656,0.070311,2.183442,
657,0.103682,2.107725,
658,0.360321,1.613969,
659,0.115049,1.287042,
660,0.044041,1.334436,
661,0.04786,0.699421,
662,0.079417,1.182505,
663,0.103211,1.014646,
664,0.422849,2.182937,
665,0.039923,1.971302,
666,0.090517,1.019078,
667,0.136627,0.866294,
668,0.046028,0.659556,
669,0.152885,0.789199,
670,0.280629,1.17803,
671,0.33266,1.129131,
672,1.153595,7.541369,
673,0.072928,0.994488,
674,0.173354,1.221216,
675,0.191331,1.99374,
676,0.060207,1.046063,
677,0.473514,1.453818,
678,0.825414,3.303497,
679,0.052958,0.76309,
680,0.257699,0.828563,
681,0.242557,1.591312,
682,0.287077,1.100009,
683,0.923344,5.199581,
684,0.092107,3.043412,
685,0.250967,1.162793,
686,0.491863,1.424866,
687,0.087721,0.771433,
688,0.026446,0.89775,
689,0.341959,1.65561,
690,0.159941,0.871175,
691,0.17604,0.697514,
692,0.060654,0.866721,
693,0.114214,1.224366,
694,0.143932,0.997609,
695,0.274169,1.713009,
696,0.003222,2.112172,
697,0.138545,0.955519,
698,0.087845,0.85358,
699,0.094647,0.861833,
700,0.098314,1.226079,
701,0.1845,0.999466,
702,0.368132,3.190081,
703,0.209214,0.959871,
704,0.027985,0.960929,
705,0.115678,1.322798,
706,0.150725,0.941048,
707,0.371787,1.259415,
708,0.040917,2.383117,
709,0.238716,2.076281,
710,0.188006,1.269989,
711,0.286314,0.923555,
712,0.009197,3.434309,
713,0.077487,0.807137,
714,0.025199,0.885295,
715,0.254554,1.745708,
716,0.108236,0.759709,
717,0.217635,1.266849,
718,0.065384,0.656742,
719,0.036345,2.552791,
720,0.097243,0.97086,
721,0.189837,0.88638,
722,0.023712,0.583866,
723,0.894061,4.279787,
724,0.046335,1.784093,
725,0.165867,1.816233,
726,0.170538,1.070114,
727,0.091756,1.128642,
728,0.081306,1.074953,
729,0.12824,1.162408,
730,0.430102,1.343247,
731,0.254542,1.265854,
732,0.015874,0.708679,
733,0.118271,1.126219,
734,0.224621,1.870967,
735,0.182172,1.05603,
736,0.097826,1.100683,
737,0.033738,2.090426,
738,0.085776,1.035931,
739,0.162491,0.852441,
740,0.329165,1.357911,
741,0.297435,1.053647,
742,0.767482,3.846901,
743,0.143838,1.329103,
744,0.140878,1.037586,
745,0.003499,0.796809,
746,0.204875,0.929041,
747,0.08194,1.276507,
748,0.075524,1.218736,
749,0.073023,0.836706,
750,0.248891,2.077664,
751,0.041291,0.849081,
752,0.17823,1.643576,
753,0.075823,0.863975,
754,0.060574,1.057222,
755,0.117678,1.011408,
756,0.276949,1.330409,
757,0.009583,1.318842,
758,0.075879,2.342558,
759,0.126498,1.312113,
760,0.463327,1.947038,
761,0.076042,1.374624,
762,0.198329,1.125017,
763,0.04565,1.875114,
764,0.069984,1.140864,
765,0.613702,2.179295,
766,0.126501,1.163772,
767,0.211239,1.208579,
768,0.171647,1.16687,
769,1.100865,5.231251,
770,0.02248,1.197849,
771,5.739274,18.895539,
772,0.188596,0.809611,
773,0.191781,1.767757,
774,0.100575,0.918787,
775,0.264163,1.574655,
776,0.00066,1.186804,
777,0.084509,0.766204,
778,0.07748,1.384376,
779,0.258024,0.934087,
780,0.033215,1.319916,
781,0.141647,1.118897,
782,0.037244,1.356537,
783,0.216735,1.122142,
784,0.001367,0.915755,
785,0.415343,1.762022,
786,0.052189,1.023977,
787,0.003515,3.790554,
788,0.012807,1.184474,
789,0.25002,1.063743,
790,0.091363,1.006224,
791,0.162882,0.867432,
792,0.521863,1.741548,
793,0.004822,1.955458,
794,0.168175,3.098451,
795,0.097246,1.127038,
796,0.050908,1.237345,
797,0.159712,1.380101,
798,0.040352,0.856641,
799,0.245063,1.067969,
800,0.186951,1.377196,
801,0.107776,1.070153,
802,0.135005,0.899349,
803,0.220341,0.955634,
804,0.149584,1.837993,
805,0.219438,2.8827,
806,0.188844,0.838486,
807,0.282739,0.935871,
808,0.002287,0.744861,
809,0.294716,1.00685,
810,0.003523,1.316368,
811,0.022137,1.843474,
812,0.068738,2.705962,
813,0.42127,4.993604,
814,0.223544,0.912694,
815,0.147466,1.1395,
816,0.204099,1.041177,
817,0.982485,2.890303,
818,0.219323,2.396566,
819,0.371715,6.469606,
820,0.153668,1.175276,
821,0.261658,1.849631,
822,0.340135,1.04328,
823,0.20307,0.716591,
824,0.070836,1.10995,
825,0.569955,4.934127,
826,0.123611,2.161425,
827,0.000586,1.028777,
828,0.083605,0.955214,
829,0.030996,1.148427,
830,0.006883,2.275517,
831,0.114806,0.999012,
832,0.360817,1.590188,
833,0.10907,1.199659,
834,0.366308,1.055457,
835,0.031639,1.046759,
836,0.266255,2.051623,
837,0.152773,1.125035,
838,0.049304,1.352844,
839,0.051332,1.525521,
840,0.182855,2.899386,
841,0.036965,0.798814,
842,0.014688,1.596628,
843,0.411461,0.976532,
844,0.151108,0.853092,
845,0.016954,0.748928,
846,0.174466,1.183251,
847,0.013867,2.153907,
848,0.139924,0.702993,
849,0.098681,1.385906,
850,0.213645,1.371647,
851,0.364451,2.008972,
852,0.05732,0.809535,
853,0.172635,0.710573,
854,0.012136,1.522954,
855,0.678319,2.389512,
856,0.035771,1.692347,
857,0.087564,0.946339,
858,0.196298,1.279643,
859,0.313262,1.136907,
860,0.235836,0.841778,
861,0.040743,0.878195,
862,0.023106,0.983684,
863,0.321587,0.923989,
864,0.240939,0.825347,
865,0.14856,1.372932,
866,0.201619,1.126132,
867,0.373404,1.468871,
868,0.099431,2.957436,
869,0.361648,1.293257,
870,0.224699,1.703457,
871,0.030734,1.960522,
872,0.033003,0.792952,
873,0.099378,1.174038,
874,0.217974,1.004138,
875,0.154153,1.17105,
876,0.209008,0.994271,
877,0.258742,0.986969,
878,0.234437,1.094159,
879,0.349057,2.137295,
880,0.231167,1.007862,
881,0.100617,1.186544,
882,0.054896,0.78504,
883,0.346985,1.809089,
884,0.135943,0.899181,
885,0.2251,0.872294,
886,0.255032,4.578433,
887,0.114293,1.281948,
888,0.075731,1.186349,
889,0.093179,2.071775,
890,0.612417,1.661549,
891,0.178434,0.944422,
892,0.381712,1.766811,
893,0.14973,1.910281,
894,0.066111,1.08115,
895,0.442059,1.735697,
896,0.24657,0.911793,
897,0.334731,1.11617,
898,0.059255,1.415594,
899,0.314081,1.064454,
900,0.07265,0.830823,
901,0.373095,1.776343,
902,0.169718,1.006501,
903,0.01167,0.720982,
904,0.126493,1.277337,
905,0.170637,0.907652,
906,0.065378,1.208408,
907,0.048199,0.64222,
908,0.580211,2.326686,
909,0.238844,1.062795,
910,0.045795,0.79581,
911,0.125627,1.08117,
912,0.412088,1.640649,
913,0.029188,1.316803,
914,0.249847,1.241725,
915,0.089686,1.095639,
916,0.314533,0.988101,
917,0.047044,1.162547,
918,0.528564,2.134524,
919,0.454122,1.607234,
920,0.233173,1.005681,
921,0.314418,0.923306,
922,0.476777,1.113243,
923,0.051423,1.885699,
924,0.374916,3.481463,
925,0.044042,1.142532,
926,0.022542,1.236806,
927,0.669634,1.996416,
928,0.049662,0.860827,
929,0.097556,0.997011,
930,1.119838,4.139067,
931,0.107718,1.138132,
932,0.509294,2.339061,
933,0.622061,1.710694,
934,0.159547,0.826862,
935,0.214479,4.149983,
936,0.01447,1.274207,
937,0.143534,1.14719,
938,0.218459,1.38766,
939,0.1101,1.008707,
940,0.095519,1.025899,
941,0.111621,0.888051,
942,0.090936,1.008399,
943,0.163611,0.772732,
944,0.201681,0.805367,
945,0.05656,1.113056,
946,0.105284,1.08826,
947,0.005525,1.550324,
948,0.033295,3.311212,
949,0.125792,1.060162,
950,0.07122,0.977679,
951,0.033737,1.129675,
952,0.04066,1.166592,
953,0.192276,1.181636,
954,0.092576,1.265135,
955,0.103408,1.420611,
956,0.211671,4.152482,
957,0.092458,1.408445,
958,0.218997,2.371474,
959,0.071827,1.677203,
960,0.188425,1.818647,
961,0.503729,7.903137,
962,0.005719,1.522804,
963,7e-05,0.730108,
964,0.035919,1.224258,
965,0.053819,1.598541,
966,0.382439,2.06092,
967,0.129985,1.134136,
968,0.085886,0.93743,
969,0.063647,1.178891,
970,0.215135,0.874168,
971,0.144335,2.509316,
972,0.059808,0.776426,
973,0.026661,2.640464,
974,0.310597,2.004628,
975,0.455166,1.378056,
976,0.448676,0.907422,
977,0.284114,1.217535,
978,0.250416,0.94797,
979,0.29979,1.201569,
980,0.198788,1.784563,
981,0.270711,1.771003,
982,0.239777,1.181614,
983,0.182139,1.176858,
984,0.087124,1.504059,
985,0.045405,1.276956,
986,0.052267,1.20998,
987,1.493783,4.493531,
988,0.04133,1.137769,
989,0.079687,1.68701,
990,0.481854,1.101143,
991,0.361636,1.642778,
992,0.118243,1.396066,
993,0.215095,1.026296,
994,0.11796,1.650912,
995,0.300549,0.918236,
996,1.011614,5.097004,
997,0.124869,0.920689,
998,0.04205,0.663967,
999,0.218432,1.389597,
AVERAGE,0.220333,1.545675,0.879944017
