replica,eps_ate,pehe,co2_kg
0,0.001086,0.741857,
1,0.107923,1.007837,
2,0.22334,1.078542,
3,0.307916,1.348438,
4,0.141121,1.171433,
5,0.167571,0.820557,
6,0.300301,0.758016,
7,0.114225,1.217655,
8,0.721754,4.566301,
9,0.03386,1.885644,
AVERAGE,0.21191,1.459628,0.023674
