trial_id,rep_index,mean_ps_treated,mean_ps_control,wasserstein_ps,mmd_linear,mmd_rbf,mmd_poly,silhouette_score,acc_pred_T_from_embedding,max_smd_unweighted,max_smd_weighted
4,1000,0.2889061549673204,0.1672361224116779,0.12177966792999116,1.0911362171173096,-0.0012075916145224408,4015.75,0.008287013,0.8110119047619048,0.4263765811920166,0.4263765811920166
