replica,eps_ate,pehe,co2_kg
0,0.078291,0.821256,
1,0.152233,0.854623,
2,0.041565,0.89979,
3,0.166922,1.18221,
4,0.162889,1.308172,
5,0.150557,0.831067,
6,0.284013,0.766449,
7,0.040223,1.074136,
8,0.518805,3.744496,
9,0.092709,1.573427,
AVERAGE,0.168821,1.305563,0.004285267
