replica,eps_ate,pehe,co2_kg
0,0.066401,0.785949,
1,0.183382,0.802332,
2,0.105957,0.865075,
3,0.251139,0.992634,
4,0.218086,1.192167,
5,0.154226,0.775359,
6,0.298855,0.912097,
7,0.159915,1.059119,
8,0.76976,3.762674,
9,0.016008,1.933407,
AVERAGE,0.222373,1.308081,0.009184078
